crop_name,variety_name,crop_type,growth_stage,soil_type,soil_texture,soil_pH,soil_organic_matter_pct,soil_nitrogen,soil_phosphorus,soil_potassium,soil_salinity,weather_temp_C,weather_min_temp_C,weather_max_temp_C,weather_rainfall_mm,weather_humidity_pct,weather_wind_speed_kmph,weather_sunlight_hours,irrigation_type,irrigation_frequency_per_week,irrigation_volume_liters_per_hectare,recommended_crop,recommended_variety,fertilizer_type,fertilizer_brand,fertilizer_dosage_kg_per_hectare,fertilizer_application_stage,pest_disease_detected,disease_severity,treatment_suggested,treatment_method,yield_prediction_kg_per_hectare,expected_yield_range,harvest_time_days,harvest_method,post_harvest_storage,market_price_per_kg,market_demand_index,budget_estimate_usd,cost_breakdown_fertilizer_usd,cost_breakdown_labor_usd,cost_breakdown_irrigation_usd,profit_prediction_usd,gm_crop,gm_trait,planting_strategy_notes,sustainability_score,last_updated
Rice,Rice_Variety_3,Tuber,Harvesting,Chalky,Medium,5.68,4.95,23,80,36,0.25,15.6,11.019770612201249,18.973930314059455,370.1,58.7,15.8,5.2,Manual,4,3512.5,Barley,Barley_Variety_4,Vermicompost,Brand_8,158.5,Pre-plant,Stem Borer,Medium,Biological Control,Seed Treatment,3263.4,2937-3589,118,Mechanical,Cold Storage,15.21,0.05,15671.69,652.8,4738.85,1407.81,33964.62,No,None,Plant Rice in Chalky soil with Manual irrigation.,0.09,2024-09-03
Sugarcane,Sugarcane_Variety_4,Tuber,Seeding,Silty,Fine,7.21,4.55,27,43,23,0.74,16.2,13.070613098779397,20.943990058766307,1010.0,41.2,2.0,11.1,Sprinkler,3,4804.3,Maize,Maize_Variety_4,NPK,Brand_7,57.5,Post-emergence,Leaf Spot,None,Fungicide B,Seed Treatment,1235.4,1111-1358,189,Mechanical,Cold Storage,34.6,0.82,13454.67,1867.54,1352.97,1163.22,29290.17,No,None,Plant Sugarcane in Silty soil with Sprinkler irrigation.,0.54,2025-01-29
Potato,Potato_Variety_5,Legume,Vegetative,Silty,Coarse,6.22,2.67,71,81,18,0.24,31.3,28.056766341775933,35.130677757472334,527.8,55.9,3.1,11.2,Manual,5,663.6,Maize,Maize_Variety_4,DAP,Brand_1,82.4,Flowering,Root Rot,High,Fungicide B,Spray,1004.7,904-1105,196,Manual,Warehouse,30.36,0.62,6502.08,1297.14,4852.24,651.35,24000.61,No,None,Plant Potato in Silty soil with Manual irrigation.,0.69,2024-05-22
Maize,Maize_Variety_3,Tuber,Seeding,Chalky,Coarse,7.44,3.59,95,58,38,0.3,37.8,33.324690364710015,40.12801749356704,729.0,30.4,3.7,10.4,Drip,5,2076.5,Barley,Barley_Variety_4,Vermicompost,Brand_9,55.8,Flowering,Stem Borer,None,Fungicide B,Seed Treatment,4701.4,4231-5171,120,Mechanical,Warehouse,7.62,0.17,16340.78,1749.59,4414.45,1291.45,19483.89,No,None,Plant Maize in Chalky soil with Drip irrigation.,0.78,2024-05-24
Maize,Maize_Variety_1,Legume,Vegetative,Loamy,Medium,5.72,4.93,13,33,47,0.18,21.5,18.645891733413904,25.713438715920375,1031.5,48.6,9.9,10.8,Surface,5,1389.9,Soybean,Soybean_Variety_4,Compost,Brand_7,74.2,Pre-plant,Root Rot,Medium,Pesticide A,Seed Treatment,4589.3,4130-5048,151,Manual,Open Shed,32.9,0.47,18836.68,1045.38,1419.84,832.86,132151.29,No,None,Plant Maize in Loamy soil with Surface irrigation.,0.14,2024-09-13
Soybean,Soybean_Variety_1,Cereal,Flowering,Loamy,Coarse,6.75,3.38,23,48,39,0.9,30.3,26.28993886691284,33.2152414832486,927.2,41.2,11.6,11.5,Sprinkler,5,3728.0,Wheat,Wheat_Variety_2,NPK,Brand_3,167.6,Pre-plant,Leaf Spot,Medium,Biological Control,Seed Treatment,2296.9,2067-2526,87,Manual,Warehouse,5.81,0.27,19681.27,1172.29,2172.28,850.57,-6336.28,No,None,Plant Soybean in Loamy soil with Sprinkler irrigation.,0.74,2025-02-02
Rice,Rice_Variety_5,Fiber,Flowering,Loamy,Fine,5.97,1.93,59,25,19,1.24,30.7,28.35125295859023,35.1999657203485,250.9,79.1,3.1,6.3,Surface,6,4706.9,Rice,Rice_Variety_1,MOP,Brand_4,258.4,Post-emergence,Root Rot,None,None,Spray,7522.6,6770-8274,147,Manual,Cold Storage,18.38,0.62,19134.12,533.29,4058.54,736.21,119131.27,Yes,None,Plant Rice in Loamy soil with Surface irrigation.,0.06,2024-06-18
Maize,Maize_Variety_3,Legume,Harvesting,Peaty,Fine,7.25,4.09,9,4,25,0.39,20.1,17.591814629231536,22.547958703807907,1032.5,52.1,8.4,7.6,Sprinkler,7,1809.6,Rice,Rice_Variety_5,Vermicompost,Brand_10,133.1,Pre-plant,Leaf Spot,High,Pesticide A,Spray,3838.9,3455-4222,182,Mechanical,Open Shed,36.88,0.44,5558.85,660.57,4516.12,607.75,136019.78,No,None,Plant Maize in Peaty soil with Sprinkler irrigation.,0.45,2025-03-30
Soybean,Soybean_Variety_1,Legume,Vegetative,Peaty,Fine,6.47,3.89,42,34,7,0.69,30.4,26.541984358633435,32.72515426254706,371.9,72.0,13.7,10.9,Surface,1,2992.9,Barley,Barley_Variety_3,NPK,Brand_5,151.8,Post-emergence,Stem Borer,Medium,Fungicide B,Seed Treatment,4376.7,3939-4814,199,Manual,Warehouse,19.6,0.78,6421.17,722.22,2759.08,576.11,79362.15,Yes,None,Plant Soybean in Peaty soil with Surface irrigation.,0.81,2024-05-10
Wheat,Wheat_Variety_5,Fiber,Vegetative,Peaty,Fine,7.98,3.38,13,0,99,0.83,26.6,22.385642476725494,29.695749214382253,667.8,30.5,13.5,6.5,Manual,4,875.4,Maize,Maize_Variety_2,DAP,Brand_2,70.6,Flowering,Aphids,Medium,None,Spray,5021.7,4519-5523,132,Manual,Warehouse,19.73,0.02,19182.57,1991.77,2768.49,1126.1,79895.57,No,None,Plant Wheat in Peaty soil with Manual irrigation.,0.14,2024-07-25
Barley,Barley_Variety_2,Fiber,Seeding,Chalky,Coarse,6.33,1.07,18,51,87,0.59,36.6,33.84373195976877,38.66093249471244,999.5,66.2,4.0,7.1,Sprinkler,2,876.4,Maize,Maize_Variety_5,MOP,Brand_9,90.8,Post-emergence,Leaf Spot,Medium,Biological Control,Seed Treatment,6626.9,5964-7289,118,Manual,Cold Storage,20.83,0.1,11243.17,1765.4,1741.71,894.19,126795.16,Yes,None,Plant Barley in Chalky soil with Sprinkler irrigation.,0.9,2025-01-20
Barley,Barley_Variety_4,Tuber,Harvesting,Sandy,Coarse,6.88,2.31,66,81,23,1.25,16.3,11.759668581634868,18.70109969466657,1079.4,73.2,2.3,5.2,Surface,6,3691.1,Cotton,Cotton_Variety_2,DAP,Brand_2,99.3,Post-emergence,Stem Borer,Low,Biological Control,Seed Treatment,2284.3,2055-2512,167,Manual,Warehouse,40.0,0.81,13643.17,1825.08,2099.73,1099.66,77728.83,No,None,Plant Barley in Sandy soil with Surface irrigation.,0.46,2024-05-08
Sugarcane,Sugarcane_Variety_3,Cereal,Seeding,Loamy,Coarse,6.34,1.53,44,48,72,1.0,19.4,15.530714338781731,22.09039976260179,851.3,78.9,13.8,5.9,Drip,7,4426.9,Sugarcane,Sugarcane_Variety_3,Compost,Brand_10,59.8,Post-emergence,Aphids,Medium,Biological Control,Seed Treatment,7795.5,7015-8575,90,Manual,Cold Storage,7.04,0.55,9663.12,788.29,2009.63,842.43,45217.2,Yes,Pest Resistance,Plant Sugarcane in Loamy soil with Drip irrigation.,0.06,2024-07-20
Rice,Rice_Variety_3,Fiber,Harvesting,Peaty,Coarse,7.09,4.48,74,39,68,0.21,24.2,20.250998437090757,28.28892373610319,626.6,86.2,8.6,10.0,Drip,3,966.2,Barley,Barley_Variety_1,MOP,Brand_2,201.8,Post-emergence,Stem Borer,None,Pesticide A,Soil Drench,4057.2,3651-4462,127,Manual,Warehouse,39.92,0.56,14009.66,1786.31,3472.9,924.56,147953.76,Yes,Drought Resistance,Plant Rice in Peaty soil with Drip irrigation.,0.79,2024-06-18
Rice,Rice_Variety_2,Fiber,Vegetative,Silty,Medium,6.97,2.37,18,55,33,1.12,34.4,29.90328730540471,36.6706971371463,959.3,80.1,4.8,10.6,Manual,1,4097.0,Potato,Potato_Variety_5,Urea,Brand_6,119.5,Pre-plant,Root Rot,Low,None,Seed Treatment,3309.5,2978-3640,128,Mechanical,Warehouse,45.53,0.9,16024.42,1915.98,1128.48,1178.85,134657.11,Yes,Pest Resistance,Plant Rice in Silty soil with Manual irrigation.,0.44,2024-09-02
Sugarcane,Sugarcane_Variety_4,Fiber,Vegetative,Sandy,Medium,6.26,1.03,50,79,25,1.3,18.0,14.64725782738093,21.02037542250259,890.2,42.2,18.7,4.5,Sprinkler,2,1726.4,Potato,Potato_Variety_2,DAP,Brand_4,101.5,Pre-plant,Aphids,None,None,Spray,2282.2,2053-2510,187,Manual,Warehouse,43.0,0.31,15850.28,1765.82,3851.21,1177.15,82284.32,No,None,Plant Sugarcane in Sandy soil with Sprinkler irrigation.,0.33,2024-04-20
Maize,Maize_Variety_1,Legume,Seeding,Loamy,Fine,7.76,4.4,85,53,92,0.86,36.3,33.71183733434965,39.154550061428715,1043.8,73.2,0.1,6.1,Surface,3,2823.9,Potato,Potato_Variety_5,DAP,Brand_10,61.5,Post-emergence,Leaf Spot,Low,Neem Oil,Seed Treatment,7098.0,6388-7807,147,Mechanical,Cold Storage,26.49,0.32,19194.58,880.6,2912.5,557.07,168831.44,Yes,Pest Resistance,Plant Maize in Loamy soil with Surface irrigation.,0.94,2025-01-03
Potato,Potato_Variety_5,Fiber,Flowering,Sandy,Medium,7.93,3.88,83,99,63,1.1,39.4,35.112470442254136,42.50730280568327,713.6,43.9,1.0,10.3,Manual,6,4110.4,Sugarcane,Sugarcane_Variety_3,Compost,Brand_9,277.1,Flowering,Leaf Spot,High,Fungicide B,Soil Drench,1009.1,908-1110,179,Manual,Open Shed,21.27,0.39,19643.8,1387.01,4417.07,1382.93,1819.76,Yes,Pest Resistance,Plant Potato in Sandy soil with Manual irrigation.,0.15,2024-06-29
Wheat,Wheat_Variety_3,Fiber,Flowering,Loamy,Fine,6.73,3.22,51,3,18,0.61,19.1,14.929390990243318,23.94362481116678,876.4,56.3,18.6,4.4,Sprinkler,6,2150.6,Wheat,Wheat_Variety_2,DAP,Brand_7,137.4,Post-emergence,None,None,None,None,4651.5,4186-5116,189,Manual,Cold Storage,8.81,0.94,11638.12,1268.89,1068.42,572.98,29341.6,Yes,Pest Resistance,Plant Wheat in Loamy soil with Sprinkler irrigation.,0.07,2024-08-19
Potato,Potato_Variety_4,Fiber,Vegetative,Chalky,Fine,5.97,1.85,94,94,88,0.46,36.2,32.67266322427231,40.873316729097134,1087.3,43.9,15.1,11.0,Sprinkler,5,836.9,Wheat,Wheat_Variety_3,MOP,Brand_5,223.8,Post-emergence,Leaf Spot,Medium,None,Soil Drench,7450.0,6705-8195,157,Mechanical,Open Shed,46.27,0.07,15758.23,1232.31,2397.67,741.45,328953.27,No,None,Plant Potato in Chalky soil with Sprinkler irrigation.,0.93,2024-06-30
Soybean,Soybean_Variety_5,Tuber,Flowering,Sandy,Fine,6.47,1.62,12,36,72,1.1,16.8,14.484374422965569,19.211493906378475,744.2,86.2,14.7,4.6,Surface,2,4604.6,Sugarcane,Sugarcane_Variety_2,Compost,Brand_6,83.4,Flowering,None,None,None,None,4205.2,3784-4625,86,Mechanical,Cold Storage,6.09,0.82,15974.03,1890.27,1436.68,832.86,9635.64,No,None,Plant Soybean in Sandy soil with Surface irrigation.,0.16,2024-07-18
Sugarcane,Sugarcane_Variety_1,Legume,Seeding,Peaty,Fine,6.46,2.19,11,15,40,1.33,25.6,23.181773076770465,28.432233370675476,740.5,35.8,15.0,8.6,Surface,1,3318.9,Soybean,Soybean_Variety_3,DAP,Brand_3,275.9,Post-emergence,Stem Borer,Medium,Fungicide B,Soil Drench,7383.9,6645-8122,180,Manual,Cold Storage,45.16,0.31,17719.99,823.16,4961.7,1499.74,315736.93,Yes,None,Plant Sugarcane in Peaty soil with Surface irrigation.,0.81,2025-02-01
Barley,Barley_Variety_1,Legume,Harvesting,Clay,Fine,6.31,4.31,26,66,71,1.02,32.0,28.417337819854144,35.07082510796446,642.8,56.2,16.8,4.4,Manual,6,4207.9,Barley,Barley_Variety_1,MOP,Brand_7,257.3,Flowering,Aphids,High,Fungicide B,Spray,3134.9,2821-3448,188,Manual,Open Shed,23.25,0.43,13067.37,772.77,4353.94,1019.93,59819.06,No,None,Plant Barley in Clay soil with Manual irrigation.,0.41,2024-08-22
Wheat,Wheat_Variety_1,Fiber,Harvesting,Peaty,Fine,7.18,2.4,0,20,95,0.89,18.7,15.63891928940928,22.739113975519608,1046.8,46.2,15.5,4.5,Manual,1,1518.4,Barley,Barley_Variety_1,Urea,Brand_2,241.6,Flowering,Aphids,Low,Pesticide A,Seed Treatment,3636.7,3273-4000,93,Manual,Warehouse,45.93,1.0,18235.15,526.11,4219.64,1496.17,148798.48,No,None,Plant Wheat in Peaty soil with Manual irrigation.,0.37,2025-03-21
Soybean,Soybean_Variety_1,Tuber,Vegetative,Silty,Coarse,5.89,1.2,33,57,86,0.62,39.5,36.25004318924513,42.19184787088092,1047.1,83.4,3.7,4.7,Surface,4,717.3,Barley,Barley_Variety_5,MOP,Brand_2,160.3,Flowering,Aphids,Low,Biological Control,Seed Treatment,6523.9,5871-7176,126,Manual,Warehouse,20.51,0.07,10695.55,664.96,4924.06,1270.61,123109.64,Yes,None,Plant Soybean in Silty soil with Surface irrigation.,0.24,2024-08-17
Soybean,Soybean_Variety_5,Fiber,Seeding,Clay,Medium,7.42,1.57,94,46,3,1.19,27.2,23.63406274989385,31.540453941515008,1135.2,34.6,4.6,6.9,Manual,4,2762.8,Maize,Maize_Variety_4,MOP,Brand_7,201.8,Flowering,Stem Borer,Medium,Biological Control,Soil Drench,4748.4,4273-5223,162,Mechanical,Cold Storage,12.44,0.77,19441.15,1524.07,1262.24,528.51,39628.95,Yes,High Yield,Plant Soybean in Clay soil with Manual irrigation.,0.86,2024-10-11
Maize,Maize_Variety_4,Tuber,Flowering,Chalky,Coarse,6.69,1.28,59,61,44,0.32,25.9,21.376477168435216,30.125424149796306,1139.4,48.3,2.6,6.6,Drip,5,793.9,Cotton,Cotton_Variety_2,MOP,Brand_10,112.5,Pre-plant,Leaf Spot,None,None,Spray,5685.3,5116-6253,137,Mechanical,Warehouse,36.36,0.39,8507.37,1982.48,2266.68,1063.91,198210.14,No,None,Plant Maize in Chalky soil with Drip irrigation.,0.64,2024-09-07
Rice,Rice_Variety_1,Fiber,Seeding,Loamy,Fine,6.72,1.48,94,28,74,1.42,22.5,19.36363262699595,25.705823347029803,1005.5,36.8,18.4,5.6,Sprinkler,3,3571.7,Wheat,Wheat_Variety_4,NPK,Brand_1,123.9,Pre-plant,Stem Borer,None,Pesticide A,Soil Drench,7637.6,6873-8401,104,Mechanical,Open Shed,38.8,0.44,15306.66,859.64,3320.02,589.65,281032.22,No,None,Plant Rice in Loamy soil with Sprinkler irrigation.,0.73,2024-05-29
Barley,Barley_Variety_5,Tuber,Vegetative,Chalky,Medium,7.55,2.51,46,36,52,0.49,15.5,12.455476540444481,20.364686931945904,587.7,67.3,3.2,10.4,Manual,6,4500.4,Maize,Maize_Variety_1,DAP,Brand_4,172.7,Flowering,Stem Borer,High,Pesticide A,Seed Treatment,7937.6,7143-8731,128,Manual,Cold Storage,12.55,0.53,8553.7,1515.07,2704.81,898.98,91063.18,No,None,Plant Barley in Chalky soil with Manual irrigation.,0.09,2024-08-29
Sugarcane,Sugarcane_Variety_2,Legume,Harvesting,Chalky,Medium,7.52,2.66,26,50,12,0.37,32.5,28.24160216730615,34.66288048306467,640.0,64.8,9.6,5.3,Drip,5,2881.7,Rice,Rice_Variety_3,NPK,Brand_10,114.5,Pre-plant,None,None,None,None,1811.2,1630-1992,151,Mechanical,Cold Storage,37.93,0.75,19683.38,1336.42,1086.58,1249.14,49015.44,No,None,Plant Sugarcane in Chalky soil with Drip irrigation.,0.54,2025-03-29
Maize,Maize_Variety_4,Cereal,Flowering,Chalky,Fine,5.76,2.91,38,13,4,1.02,19.2,16.913279092293315,22.495855432085044,266.3,46.2,1.4,10.4,Drip,5,3468.2,Wheat,Wheat_Variety_1,Compost,Brand_10,167.3,Flowering,Blight,None,Biological Control,Soil Drench,4124.2,3711-4536,159,Manual,Warehouse,38.22,0.65,8514.13,1164.04,3223.33,1100.33,149112.79,No,None,Plant Maize in Chalky soil with Drip irrigation.,0.68,2024-06-13
Barley,Barley_Variety_4,Legume,Seeding,Silty,Medium,7.49,1.21,43,89,38,1.19,36.6,34.55723621407074,39.92515681906689,289.2,44.1,0.7,9.2,Manual,1,3058.1,Cotton,Cotton_Variety_2,Vermicompost,Brand_4,207.0,Flowering,Leaf Spot,None,Biological Control,Soil Drench,7711.1,6939-8482,145,Mechanical,Cold Storage,37.85,0.69,17969.62,1586.63,2380.44,1473.64,273895.52,No,None,Plant Barley in Silty soil with Manual irrigation.,0.69,2025-01-07
Maize,Maize_Variety_1,Fiber,Seeding,Clay,Fine,7.36,3.49,96,94,66,0.11,23.0,19.52928814868608,25.36242889729988,766.9,71.0,18.0,4.4,Sprinkler,6,4252.4,Sugarcane,Sugarcane_Variety_3,MOP,Brand_5,292.5,Flowering,Blight,Low,None,Soil Drench,5535.6,4982-6089,158,Mechanical,Cold Storage,8.55,0.14,6043.67,1416.01,4881.8,1391.4,41285.71,Yes,Drought Resistance,Plant Maize in Clay soil with Sprinkler irrigation.,0.61,2024-11-18
Potato,Potato_Variety_4,Tuber,Harvesting,Silty,Medium,5.67,2.33,78,98,69,0.61,27.7,23.522848495063876,30.427441018755626,1046.2,65.3,3.2,11.2,Surface,2,1650.0,Rice,Rice_Variety_5,MOP,Brand_6,133.1,Post-emergence,Leaf Spot,Low,Pesticide A,Seed Treatment,7057.4,6351-7763,104,Mechanical,Cold Storage,24.58,0.48,9341.07,1111.17,1575.23,766.11,164129.82,No,None,Plant Potato in Silty soil with Surface irrigation.,0.41,2024-09-17
Potato,Potato_Variety_3,Fiber,Harvesting,Loamy,Medium,6.56,3.46,63,1,90,1.34,30.3,25.408372475476625,32.69242202195861,390.9,80.1,4.9,8.5,Sprinkler,5,4190.8,Cotton,Cotton_Variety_2,Vermicompost,Brand_10,292.8,Flowering,Root Rot,None,Pesticide A,Soil Drench,6114.6,5503-6726,83,Manual,Cold Storage,20.97,0.4,16385.85,1230.06,4689.35,812.81,111837.31,Yes,High Yield,Plant Potato in Loamy soil with Sprinkler irrigation.,0.86,2025-03-18
Barley,Barley_Variety_3,Cereal,Flowering,Chalky,Medium,6.87,2.52,98,36,93,0.71,36.9,34.11791643214419,41.11292870238702,1072.0,64.4,7.5,6.8,Manual,2,4623.8,Cotton,Cotton_Variety_5,MOP,Brand_4,64.3,Flowering,Blight,High,Neem Oil,Seed Treatment,7586.9,6828-8345,101,Mechanical,Warehouse,20.83,0.93,10734.19,511.96,3266.58,888.28,147300.94,Yes,None,Plant Barley in Chalky soil with Manual irrigation.,0.61,2025-01-14
Cotton,Cotton_Variety_1,Fiber,Harvesting,Clay,Coarse,6.62,4.82,68,62,57,0.85,39.3,34.78765281571331,42.271118672957144,223.7,64.6,18.3,4.2,Surface,3,4622.5,Soybean,Soybean_Variety_2,NPK,Brand_5,73.3,Post-emergence,None,None,None,None,6668.7,6001-7335,89,Manual,Open Shed,38.38,0.38,18618.31,1855.18,1263.73,1152.62,237326.4,Yes,Pest Resistance,Plant Cotton in Clay soil with Surface irrigation.,0.39,2024-05-07
Rice,Rice_Variety_5,Tuber,Vegetative,Sandy,Coarse,7.35,4.64,24,93,88,1.4,35.5,30.58996709144148,38.5006594462193,723.6,51.1,12.9,8.7,Sprinkler,5,2454.9,Wheat,Wheat_Variety_2,DAP,Brand_8,151.4,Flowering,Root Rot,None,Neem Oil,Seed Treatment,5638.8,5074-6202,82,Manual,Warehouse,26.22,0.7,12633.23,613.24,2728.39,782.76,135216.11,No,None,Plant Rice in Sandy soil with Sprinkler irrigation.,0.82,2024-10-11
Soybean,Soybean_Variety_2,Cereal,Vegetative,Sandy,Fine,7.58,1.13,45,18,50,1.07,24.1,20.178586054642967,26.288076780250552,873.5,74.5,0.3,9.4,Manual,2,1088.2,Barley,Barley_Variety_3,NPK,Brand_7,294.2,Pre-plant,Leaf Spot,None,Neem Oil,Soil Drench,5395.3,4855-5934,84,Manual,Open Shed,44.95,0.84,16917.5,1652.76,2260.79,893.76,225601.24,No,None,Plant Soybean in Sandy soil with Manual irrigation.,0.23,2025-01-04
Soybean,Soybean_Variety_5,Tuber,Flowering,Sandy,Coarse,5.7,3.18,63,43,52,1.26,37.4,33.11836086619429,41.85096578000928,351.7,60.6,4.5,11.8,Drip,2,2791.5,Cotton,Cotton_Variety_3,Urea,Brand_1,287.1,Post-emergence,Aphids,Medium,Fungicide B,Soil Drench,7198.2,6478-7918,185,Manual,Warehouse,38.16,0.15,13245.1,509.95,2053.55,672.87,261438.21,No,None,Plant Soybean in Sandy soil with Drip irrigation.,0.68,2024-10-22
Cotton,Cotton_Variety_1,Fiber,Vegetative,Clay,Fine,6.41,3.99,76,79,42,0.98,30.6,28.31404842727471,33.60771531009539,600.5,61.9,16.0,8.9,Drip,1,880.0,Potato,Potato_Variety_3,Vermicompost,Brand_9,279.1,Flowering,Leaf Spot,Low,Neem Oil,Soil Drench,7317.4,6585-8049,149,Manual,Open Shed,23.25,0.09,16261.94,1563.02,4687.13,1153.6,153867.61,No,None,Plant Cotton in Clay soil with Drip irrigation.,0.28,2024-12-31
Cotton,Cotton_Variety_4,Tuber,Harvesting,Peaty,Medium,7.36,3.44,20,67,17,0.29,37.0,32.64283199007353,41.815609681395614,205.5,67.4,2.9,8.9,Drip,1,4627.3,Maize,Maize_Variety_4,Compost,Brand_8,243.4,Post-emergence,Blight,Low,None,Spray,4567.0,4110-5023,195,Manual,Warehouse,49.4,0.28,14139.58,852.38,2203.62,1328.63,211470.22,No,None,Plant Cotton in Peaty soil with Drip irrigation.,0.75,2025-01-01
Barley,Barley_Variety_5,Cereal,Flowering,Loamy,Fine,6.1,2.74,0,64,90,0.32,24.9,20.2251236231212,28.379632489661567,545.4,43.5,14.9,5.9,Manual,3,4957.2,Cotton,Cotton_Variety_1,Urea,Brand_10,262.7,Post-emergence,None,None,None,None,3497.8,3148-3847,181,Mechanical,Warehouse,13.48,0.74,12637.38,868.23,1720.14,1041.48,34512.96,No,None,Plant Barley in Loamy soil with Manual irrigation.,0.43,2024-05-17
Barley,Barley_Variety_4,Cereal,Harvesting,Sandy,Fine,5.56,1.62,98,57,20,1.1,15.1,10.55735400424638,19.402580644198267,1117.5,82.1,10.8,7.7,Drip,5,630.8,Cotton,Cotton_Variety_3,Vermicompost,Brand_5,220.6,Post-emergence,Aphids,Low,None,Soil Drench,5229.2,4706-5752,186,Mechanical,Open Shed,44.25,0.22,11042.09,839.22,4140.06,1210.75,220350.01,No,None,Plant Barley in Sandy soil with Drip irrigation.,0.15,2025-02-01
Wheat,Wheat_Variety_5,Tuber,Vegetative,Loamy,Fine,7.67,3.64,52,69,22,0.41,29.7,25.831564747388065,34.33325393430087,219.6,30.0,3.0,9.8,Sprinkler,6,1257.6,Maize,Maize_Variety_1,Compost,Brand_1,229.4,Post-emergence,Aphids,None,Fungicide B,Seed Treatment,4703.6,4233-5173,152,Manual,Cold Storage,28.94,0.83,5397.02,890.95,4131.14,1058.02,130725.16,No,None,Plant Wheat in Loamy soil with Sprinkler irrigation.,0.59,2024-12-10
Rice,Rice_Variety_3,Legume,Flowering,Chalky,Fine,5.67,4.95,73,11,31,0.8,21.1,17.599768209252186,25.278749015078027,1116.3,60.0,12.8,9.0,Sprinkler,7,1990.6,Wheat,Wheat_Variety_2,DAP,Brand_9,260.0,Flowering,Stem Borer,High,Biological Control,Soil Drench,1864.9,1678-2051,127,Mechanical,Warehouse,48.52,0.66,11395.99,741.43,3808.03,1298.75,79088.96,Yes,Pest Resistance,Plant Rice in Chalky soil with Sprinkler irrigation.,0.07,2024-09-12
Maize,Maize_Variety_5,Cereal,Vegetative,Clay,Coarse,6.18,4.97,22,20,72,0.72,33.3,29.720468652650915,37.19338000218236,761.9,37.4,1.2,4.5,Drip,5,853.8,Sugarcane,Sugarcane_Variety_4,NPK,Brand_10,155.7,Flowering,Aphids,Medium,Fungicide B,Spray,7099.6,6389-7809,168,Manual,Cold Storage,42.0,0.01,18773.65,1806.17,1680.45,1085.98,279409.55,No,None,Plant Maize in Clay soil with Drip irrigation.,0.01,2024-05-20
Rice,Rice_Variety_2,Cereal,Harvesting,Peaty,Fine,7.22,2.92,60,3,78,1.13,32.2,28.357101397441756,35.721956583601674,823.6,78.0,9.5,8.9,Surface,7,4076.8,Soybean,Soybean_Variety_4,Urea,Brand_9,259.5,Pre-plant,Leaf Spot,Low,Biological Control,Soil Drench,3380.7,3042-3718,103,Mechanical,Open Shed,14.08,0.61,12914.13,1535.49,4060.4,1318.24,34686.13,Yes,Drought Resistance,Plant Rice in Peaty soil with Surface irrigation.,0.09,2025-03-23
Cotton,Cotton_Variety_4,Tuber,Vegetative,Silty,Coarse,7.29,3.61,92,1,81,1.15,29.0,25.437526296857286,33.808087109741265,532.6,82.1,10.3,4.7,Sprinkler,6,1558.4,Sugarcane,Sugarcane_Variety_1,DAP,Brand_3,147.9,Post-emergence,Stem Borer,High,None,Seed Treatment,7601.6,6841-8361,165,Manual,Cold Storage,27.7,0.89,14223.82,1580.06,2830.63,1251.55,196340.5,No,None,Plant Cotton in Silty soil with Sprinkler irrigation.,0.46,2024-12-04
Rice,Rice_Variety_4,Legume,Harvesting,Loamy,Coarse,5.67,4.43,80,23,90,1.18,34.2,30.78481405278585,38.260717505682926,251.1,34.1,18.2,7.1,Manual,2,3333.7,Sugarcane,Sugarcane_Variety_3,Compost,Brand_8,243.0,Pre-plant,Root Rot,None,None,Seed Treatment,3919.9,3527-4311,167,Manual,Cold Storage,19.98,0.33,10917.17,1369.53,3964.69,774.47,67402.43,Yes,None,Plant Rice in Loamy soil with Manual irrigation.,0.93,2024-07-17
Barley,Barley_Variety_3,Legume,Seeding,Clay,Medium,5.63,4.36,65,31,29,0.91,16.1,14.003975439585455,20.88205065896538,543.7,69.3,8.8,4.2,Drip,7,2298.6,Rice,Rice_Variety_4,Vermicompost,Brand_6,273.5,Pre-plant,Root Rot,Low,Neem Oil,Seed Treatment,6717.7,6045-7389,192,Mechanical,Open Shed,39.37,0.66,10464.82,517.64,1457.69,1283.56,254011.03,No,None,Plant Barley in Clay soil with Drip irrigation.,0.59,2025-01-30
Rice,Rice_Variety_3,Tuber,Harvesting,Clay,Fine,7.92,4.94,99,65,66,0.21,19.6,15.88446386352435,23.519645048798292,1194.3,84.5,0.7,10.0,Surface,3,3629.1,Rice,Rice_Variety_3,DAP,Brand_3,211.0,Flowering,Root Rot,Medium,None,Seed Treatment,2776.5,2498-3054,179,Mechanical,Cold Storage,37.05,0.92,8668.12,1682.7,1728.84,982.25,94201.21,No,None,Plant Rice in Clay soil with Surface irrigation.,0.51,2024-08-05
Maize,Maize_Variety_2,Cereal,Flowering,Loamy,Coarse,6.2,1.7,17,14,90,0.71,16.0,11.74573846767354,19.09002186308942,540.8,52.2,15.8,6.2,Drip,5,3209.3,Rice,Rice_Variety_2,DAP,Brand_3,251.5,Flowering,Root Rot,High,None,Soil Drench,7813.2,7031-8594,171,Manual,Open Shed,11.15,0.27,16147.59,1815.29,3752.87,1107.65,70969.59,No,None,Plant Maize in Loamy soil with Drip irrigation.,0.32,2024-08-25
